Hotel_Name,review_title,review_positive,review_negative,Reviewer_Score,date
"
Hotel
Hilton Liverpool City Centre
","
Perfect
","Everything was perfect, we enjoyed very much our stay! The location is amazing, breakfast delicious and staff very friendly. ",, 10 ,"
July 2019
"
"
Hotel
Hilton Liverpool City Centre
","
Amazing Stay
","Amazing stay, upgraded to a suite and we were not disappointed. Cant wait to stay again ",, 10 ,"
December 2020
"
"
Hotel
Hilton Liverpool City Centre
","
Very comfortable stay
","Quality venue, great service and staff",Nothing although maybe a bigger tv, 10 ,"
February 2021
"
"
Hotel
Hilton Liverpool City Centre
","
Very good
",Thanks for everything,Nothing, 8.0 ,"
February 2021
"
"
Hotel
Hilton Liverpool City Centre
","
Last minute shopping trip.
","Lovely staff,nice clean room.very comfertable bed.","Nothing to dislike,everything was spot on.", 9.0 ,"
December 2020
"
"
Hotel
Hilton Liverpool City Centre
","
Exceptional
",Excellent service. Nice hotel,, 10 ,"
February 2021
"
"
Hotel
Hilton Liverpool City Centre
","
Superb
",Pillows ,, 9.0 ,"
January 2021
"
"
Hotel
Hilton Liverpool City Centre
","
Exceptional
",Right in the city Centre with good views over looking L1 ,Nothing , 10 ,"
December 2020
"
"
Hotel
Hilton Liverpool City Centre
","
Excellent I would book again
",I liked the comfortable bed and room very clean,I think the coffee machine at breakfast needs changing as coffee was very cold and had to ask for hot water., 8.0 ,"
December 2020
"
"
Hotel
Hilton Liverpool City Centre
","
We booked the Hilton for convenience as we were working next door. Would not normally stay here.
","The room was nice, overlooking the Liverpool 1 shopping center. Everywhere was closed due to the current pandemic.
The staff were polite and helpful.
We paid £37 to have 2 pizza's and 2 bottles of beer brought up to the room.
Bargain",£25 Parking in front of the hotel on top of the room rate., 10 ,"
January 2021
"
"
Hotel
Pullman Liverpool
","
Go 6th floor
","the view if you book in 5th or 6th floor ..
quitneds
parking near By
location is good","Cant open window..No ventolation
.", 10 ,"
February 2020
"
"
Hotel
Pullman Liverpool
","
Exceptional
","Good hotel, good price. Would recommend! 
",, 10 ,"
December 2020
"
"
Hotel
Pullman Liverpool
","
Superb
",View from room,"Had to only stay for one night instead of two, because of covid restrictions, this was none negotiable and disappointing as cancelled our new years plans", 9.0 ,"
January 2021
"
"
Hotel
Pullman Liverpool
","
Very good
","Stunning views of the river and city.
",The bed wasn’t the comfiest., 8.0 ,"
December 2020
"
"
Hotel
Pullman Liverpool
","
Superb
","The staff were great,  welcoming atmosphere. Excellent breakfast service, lovely staff. Could've been more fresh salad but other than that it was great. Room was nice, clean and the bed and bedding were comfortable. Definitely will back. 
Thank you.","Food room service could have better presentation, we ordered dinner to the room and received it in paper boxes, but on the menu it says disposable dishes...I understand it is all because of covid, but paper boxes aren't disposable dishes which in turn made me feel like eating take away food from the street, which I did. Food was nice, except soup of the day, probably because it was in a paper cup, no spices, no flavour, no bread or butter with it.
One more little thing, that there was only everything ready for one guest. One dressing gown, one  pair  of slippers, one of each toiletries.", 9.0 ,"
December 2020
"
"
Hotel
Pullman Liverpool
","
Lovely relaxing break with a great view
","Excellent location, lovely view from room.",Nothing!, 9.0 ,"
December 2020
"
"
Hotel
Pullman Liverpool
","
Would stay again!!
","It was calming, clean and pretty. Had a lovely atmosphere ",, 9.0 ,"
December 2020
"
"
Hotel
Pullman Liverpool
","
Exceptional
",Very clean and modern ,Nothing! Could be closer to the shops but that can’t be helped! , 10 ,"
December 2020
"
"
Hotel
Pullman Liverpool
","
Exceptional
",Perfect location and great staff and very well catered for hotel ,, 10 ,"
December 2020
"
"
Hotel
Pullman Liverpool
","
Amazing,brilliant hotel,fantastic location staff brilliant
","Amazing hotel,Katie on reception lovely girl very friendly great customer service.
We had a meal at the restaurant, it was gorgeous, can't wait to come back!!!!.
Brilliant location,would stay here all the time for visiting Liverpool",Nothing!!!, 10 ,"
December 2020
"
"
Hotel
Radisson Blu Hotel, Liverpool
","
Exceptional
",The staff is very helpful and lovely and nice,, 10 ,"
August 2019
"
"
Hotel
Radisson Blu Hotel, Liverpool
","
Nice friendly hotel, looked after us during difficult times
",Nice central hotel,No, 8.0 ,"
March 2021
"
"
Hotel
Radisson Blu Hotel, Liverpool
","
Did want it needed
",Location to project I’m currently working on,Not a great selection on menu, 7.0 ,"
March 2021
"
"
Hotel
Radisson Blu Hotel, Liverpool
","
Last minute booking
",Location and price was excellent ,N/A, 9.0 ,"
March 2021
"
"
Hotel
Radisson Blu Hotel, Liverpool
","
Superb
","The upgrading to a river view was a fantastic gesture and much appreciated. The bath, my son loved. The bed was about as comfortable as possible. Even a complimentary breakfast left outside room in morning! Great room. Even greater value. ",A few of the channels (good ones) on the t.v. didn't have a signal., 9.0 ,"
February 2021
"
"
Hotel
Radisson Blu Hotel, Liverpool
","
Nice hotel, could do with some new mattresses! 
","The stay here was great for what we needed. Lots of additional extras in the room and it had everything we needed. Only complaint was the bed mattress was hard but I guess it’s what your use too. 
We had a superior room with river view and the view was great to wake up too! ",Mattress was hard and maybe could have had a fridge but realise it was during national lockdown and this may be as a result of the virus and safety restrictions! , 8.0 ,"
February 2021
"
"
Hotel
Radisson Blu Hotel, Liverpool
","
Very good
",The room was fine but could do with additional wall sockets.,The breakfast was inadequate for the price charged., 8.0 ,"
February 2021
"
"
Hotel
Radisson Blu Hotel, Liverpool
","
Uninspired to return
",Bathroom and large bed.,Because of covid no facilities were offered and breakfast was very poor and not as described, 7.0 ,"
January 2021
"
"
Hotel
Radisson Blu Hotel, Liverpool
","
Good
",Lovely hotel,Requested twins but when I arrived it was a double. Also an awkward little step to the bathroom which I kept stubbing my toe on lol. But other then that it was a very nice stay. , 7.0 ,"
December 2020
"
"
Hotel
Radisson Blu Hotel, Liverpool
","
Very good
",,"We rang to order room service, waited long enough for someone to pick up, we ordered a pizza and chips once they finally answered and it never turned up it was pay on arrival so we didn’t get charged but that’s not the point.", 8.0 ,"
December 2020
"
"
Hotel
Jurys Inn Liverpool
","
Exceptional
",Fantastic location and very clean x,, 10 ,"
November 2018
"
"
Hotel
Jurys Inn Liverpool
","
Work trip 
",Clean and good Covid-19 safety protocols ,, 10 ,"
December 2020
"
"
Hotel
Jurys Inn Liverpool
","
Excellent Stay
",Great location and the staff were exceptional. Highly recommended and we will be visiting again. ,The bath in the room was a little shallow. , 10 ,"
December 2020
"
"
Hotel
Jurys Inn Liverpool
","
Jury's stay.
",Everything from my room with a view to the staff! The facilities and price was all excellent. 😘,, 10 ,"
December 2020
"
"
Hotel
Jurys Inn Liverpool
","
Tier 2 short break
",Very welcoming. Very clean and every COVID precaution taken. Excellent location near Albert Dock.,Nothing., 9.6 ,"
December 2020
"
"
Hotel
Jurys Inn Liverpool
","
Great for work
",Great for work. Needs a car park closer and more accessible but overall great ,, 8.0 ,"
January 2021
"
"
Hotel
Jurys Inn Liverpool
","
Exceptional
","Breakfast bag was great, room was very spacious and had a modern look and feel to jt","The heating and room temperature controller was confusing to use, didn’t sleep well as the room kept going very cold.", 10 ,"
January 2021
"
"
Hotel
Jurys Inn Liverpool
","
My stay was the best it could be in light of the awful world wide pandemic
","I really enjoyed my stay at your hotel, I have stayed here before. I was completely happy with my stay and understood fully that you guys did the very best you could to keep your hotel open and all us guest safe during this awful time. I had no problems with all the amenities being closed (because of Covid) the hotel is so close to Liverpool city centre that I was to able to access the gym and food outlets.","Nothing, I will defintely stay again in the future.", 10 ,"
January 2021
"
"
Hotel
Jurys Inn Liverpool
","
Very good
","Brilliant staff, Great Location ",Our room had some kind of water damage to the wall and parts of the carpet were wet, 8.0 ,"
January 2021
"
"
Hotel
Jurys Inn Liverpool
","
Amazing
",Staff very friendly,, 10 ,"
December 2020
"
"
Hotel
Hotel Indigo Liverpool
","
Gem of a hotel, highly recommend 
","Location, staff, room, Marco Pierre White restaurant. Everything was fantastic, will definitely go back.",There was nothing we didn't like, 10 ,"
April 2019
"
"
Hotel
Hotel Indigo Liverpool
","
Exceptional
",Central location was accessible. Local parking was convenient. Beautiful lobby and ambience.,, 10 ,"
March 2021
"
"
Hotel
Hotel Indigo Liverpool
","
First choice for Liverpool
","Everything really excellent at Hotel Indigo.  Stylish hotel, Great room.  Marco Pierre White menu on room service.  Full Marks! Thank you Dale.",Nothing, 10 ,"
February 2021
"
"
Hotel
Hotel Indigo Liverpool
","
would stay again
","The staff were polite and helpful, its in a good location with plenty of parking, room was clean and tidy, would recommend to other people and friends.","None, everything you ever wanted from a great hotel.", 10 ,"
February 2021
"
"
Hotel
Hotel Indigo Liverpool
","
Very good
",Modern,Nothing, 8.0 ,"
January 2021
"
"
Hotel
Hotel Indigo Liverpool
","
Superb
",Everything else was amazing as always ,"The breakfast was very poor. Took 1 hour to arrive,  most items were missing and egg wasn't even cooked. First time we have had breakfast in the hotel and won't book it next time. 
Was annoyed that room service had to be payed for with cash in the middle of a pandemic  and couldn't be added to the room. ", 9.0 ,"
December 2020
"
"
Hotel
Hotel Indigo Liverpool
","
Fabulous! Will definitely return
","Room lovely and comfortable with all the facilities you would expect and exceptionally clean. Check in was organised and COVID safe while the staff were exceptionally helpful. We ate one evening meal and breakfast in the Marco Pierre White restaurant which was just excellent in every aspect. Again, restaurant staff were super friendly and accommodating. All in all, was excellent value for money and a lovely experience from start to finish. We loved it and would definitely return",Nothing. It was lovely, 10 ,"
December 2020
"
"
Hotel
Hotel Indigo Liverpool
","
Clean comfortable value for money
","Hotel staff where friendly and helpful
Rooms where clean and comfortable",, 9.0 ,"
December 2020
"
"
Hotel
Hotel Indigo Liverpool
","
Exceptional
",,was a great stay but we were 5 mins late for the car park so ended up with a fine for £60 which put a dampened in the weekend     if there was a way if knowing we would rarther have paid again but hey done now    defo come again  , 10 ,"
December 2020
"
"
Hotel
Hotel Indigo Liverpool
","
Excellent and would definitely stay again for business or pleasure.
",Everything was fine for our overnight stay.,I can't think of anything., 10 ,"
December 2020
"
"
Aparthotel
Staycity Aparthotels Liverpool Waterfront
","
Exceptional
",The location of the property is great for visiting the city as you have everything on your doorstep. The rooms was very clean and had everything that we needed.,We wasn’t told about a £100 deposit until we arrived at the property., 10 ,"
December 2020
"
"
Aparthotel
Staycity Aparthotels Liverpool Waterfront
","
Fabulous location, view, service, cleanliness and comfort
",Clean room.  View of the top of Liver building and the Cunard building (I was on the 6th floor).  Windows that open slightly for fresh air (crucial for me as an asthma sufferer).  Bed comfort to die for - so firm and supportive.  Friendly and professional staff - willing to do anything to make the stay more comfortable - Karen especially who was on duty during most of my stay.  An all-round excellent experience.,, 9.0 ,"
February 2021
"
"
Aparthotel
Staycity Aparthotels Liverpool Waterfront
","
Pleasant stay
","Can't fault, literally a home from home",Nothing, 8.0 ,"
February 2021
"
"
Aparthotel
Staycity Aparthotels Liverpool Waterfront
","
Cozy Liverpool ensuite
","Very friendly staff, excellent location ",If you stay more than 3 days you need to ask for cleaning supplies to clean the dust of the rooms , 10 ,"
January 2021
"
"
Aparthotel
Staycity Aparthotels Liverpool Waterfront
","
All round good accommodation. Would recommend
",Lovely location. Polite staff. Really helpful,Cutlery in the apartment needed to be re-cleaned as there was food for the previous occupant., 8.0 ,"
January 2021
"
"
Aparthotel
Staycity Aparthotels Liverpool Waterfront
","
One of the best apartments we have been too, staff are amazing!
",Everything ! There was no faults at all!,, 10 ,"
December 2020
"
"
Aparthotel
Staycity Aparthotels Liverpool Waterfront
","
Superb
","The apartments are great. They are really clean and offer options for cooking which is great. Well thought out!
The staff were very friendly and nothing was too much trouble. Great breakfast even as a take away. If you are more able than me then the car park will not be an issue.
Great place to stay. Thank you.","The car park access gate. When green button is pressed by the time I had walked down the steps it had locked again, so had to go all the way round to access the main building. It was also raining heavily and I was not able to get down the steps quickly.", 9.0 ,"
January 2021
"
"
Aparthotel
Staycity Aparthotels Liverpool Waterfront
","
Enjoyed every second..
","Clean and spacious, lovely staff on reception very helpful and welcoming. Bumped into the cleaners too who were also amazing and couldn’t do enough for us.. Wonderful staff and a clean and comfortable stay, what more could you ask for?!",, 10 ,"
December 2020
"
"
Aparthotel
Staycity Aparthotels Liverpool Waterfront
","
Great stay! 
",Great value for money. Staff were polite and helpful. Check-in was nice and easy. Room was clean and very well equipped. Nice and close to the docks and city centre. ,Can't really think of anything! , 10 ,"
December 2020
"
"
Aparthotel
Staycity Aparthotels Liverpool Waterfront
","
Lovely short stay! 
","Lovely spacious room, clean and tidy, had a really lovely time. The staff were really helpful and sweet, would definitely come again! ","The Netflix on the TV didn’t work unfortunately, and it would’ve been nice to have a mini hoover!", 8.0 ,"
December 2020
"
"
Hotel
Hard Days Night Hotel
","
Love, love me do.
","Great location, great staff, great rooms, great room service, great price.
I have stayed here twice now, and would definitely try and stay here again.",Nothing to report here., 10 ,"
July 2019
"
"
Hotel
Hard Days Night Hotel
","
Very good
",,Parking, 8.0 ,"
January 2021
"
"
Hotel
Hard Days Night Hotel
","
Birthday surprise for my wife
",Close and convenient for our stay. We have stayed before and where treated very nice. Kind and friendly staff and very welcoming. I asked about something nice to be put in the room for a surprise for my wife’s birthday and they left a complimentary bottle of Prosecco. ,, 9.0 ,"
December 2020
"
"
Hotel
Hard Days Night Hotel
","
Superb
",Stunning hotel very clean and a fabulous breakfast. Staff were lovely and friendly. Great location close to everything. It was a shame we couldn’t enjoy more that the hotel has to offer such as Bar four due to COVID but we will definitely be returning when we can. ,, 9.0 ,"
December 2020
"
"
Hotel
Hard Days Night Hotel
","
We stayed while being in tier 2, the hotel was spotless and there was plenty of hand sanitizer in our room and in recept
",Room with balcony and city views ,, 8.0 ,"
December 2020
"
"
Hotel
Hard Days Night Hotel
","
Exceptional
",All the above ,The late check in - I had to walk round town to kill time until check in was ready at 3, 10 ,"
December 2020
"
"
Hotel
Hard Days Night Hotel
","
Nice stay 
","Location excellent and the staff were great! Very friendly helpful and hard working.
","There was a birthday card for the previous guests left on our table and a bottle of milk, water and lucozade left on our window sill from the previous guests.", 8.0 ,"
December 2020
"
"
Hotel
Hard Days Night Hotel
","
Very good
",Clean and comfortable ,No spa bath as mentioned on this site , 8.0 ,"
December 2020
"
"
Hotel
Hard Days Night Hotel
","
Superb
","Hotel location superb, breakfast and staff amazing","Our room had a strong odour of cigarettes which made us very uncomfortable and struggled sleeping, rooms a little dusty on towel rails, bathroom floor had not been mopped as we noticed stains near toilet", 9.0 ,"
December 2020
"
"
Hotel
Hard Days Night Hotel
","
Superb
","Room was lovely, staff had accommodated a request for anniversary balloons on arrival. Thank you! ",N/A. , 9.0 ,"
December 2020
"
"
Hotel
Heeton Concept Hotel - City Centre Liverpool
","
Exceptional
","Excellent location. In vicinity many restaurants, shopping places and walking street with entertaiments.",, 10 ,"
September 2019
"
"
Hotel
Heeton Concept Hotel - City Centre Liverpool
","
good location, good room, helpful and friendly reception staff
",the location of the hotel is ideal for city centre. the room was clean and large.,the mattress was not to my liking but may be suitable for other guests, 8.0 ,"
March 2021
"
"
Hotel
Heeton Concept Hotel - City Centre Liverpool
","
Good 
",All good,All good, 8.0 ,"
March 2021
"
"
Hotel
Heeton Concept Hotel - City Centre Liverpool
","
Amazing value for money, friendly staff.
","Great value, friendly staff, comfortable beds","no drinking glass, so we are being fussy", 7.0 ,"
March 2021
"
"
Hotel
Heeton Concept Hotel - City Centre Liverpool
","
Superb
","Excellent site, clean, large room and nice staffs.",Very slow internet , 9.0 ,"
March 2021
"
"
Hotel
Heeton Concept Hotel - City Centre Liverpool
","
Good 
",All good,All good, 9.0 ,"
March 2021
"
"
Hotel
Heeton Concept Hotel - City Centre Liverpool
","
Great hotel with city views and friendly staff
","Good high speed free WIFI, large room with city prime view, comfy beds, good desk area for eating and working on my computer. modern design as in pictures.","50 deposit when you check-in, checked out and still not in my bank, only one lift in use other one is broken so verry slow to get to room.", 9.0 ,"
March 2021
"
"
Hotel
Heeton Concept Hotel - City Centre Liverpool
","
Superb
",All good,All good aa, 9.0 ,"
February 2021
"
"
Hotel
Heeton Concept Hotel - City Centre Liverpool
","
Very good
",,The staff are excellent.  , 8.0 ,"
February 2021
"
"
Hotel
Heeton Concept Hotel - City Centre Liverpool
","
Very good
",Everything was great apart from the t.v. signal.,The t.v. had constant signal problems which was annoying for me and my son especially., 8.0 ,"
February 2021
"
"
Hotel
The Richmond Hotel; BW Signature Collection
","
It was an excellent stay
","The location, the cleanness, the friendly staff",Nothing, 10 ,"
September 2019
"
"
Hotel
The Richmond Hotel; BW Signature Collection
","
Best night sleep
",Bed was comfortable and enjoyed having a soak in the deep bath,, 9.0 ,"
March 2021
"
"
Hotel
The Richmond Hotel; BW Signature Collection
","
Reasonable stay for the money - Staff were great.
","The room was very spacious, it lacked a little in maintance and the  aircon didnt work, but there was enough heaters to stay warm.
The breakfast in the room was great and on time.
Kitchen was well laid out and if id been stayng longer Im sure i would have used it more.","The sound of other peoples toilet being flushed down a pipe.
There were missing handles on some doors and the water preasure was a trickle not enough to fill a bath.", 8.0 ,"
February 2021
"
"
Hotel
The Richmond Hotel; BW Signature Collection
","
Superb
",I adore this hotel! The only thing that lets it down is the lack of car parking facilities.,, 9.0 ,"
December 2020
"
"
Hotel
The Richmond Hotel; BW Signature Collection
","
I took cupcakes to the hotel I left them there an went back 10 mins after I checked out, and 2 of our cupcakes was taken
",The rooms was nice ,The fire alarm going off all the time for no reason  , 7.0 ,"
January 2021
"
"
Hotel
The Richmond Hotel; BW Signature Collection
","
Superb
","Nice period building, comfortable and modern room.",Nothing to dislike., 9.0 ,"
December 2020
"
"
Hotel
The Richmond Hotel; BW Signature Collection
","
Superb
","Staff were very friendly
Room was very clean",, 9.0 ,"
December 2020
"
"
Hotel
The Richmond Hotel; BW Signature Collection
","
Superb
",Nice sized room. Bed could be better. A bit lumpy.,, 9.0 ,"
January 2021
"
"
Hotel
The Richmond Hotel; BW Signature Collection
","
Lovely get away with girlfriend would recommend highly for price compared to other hotels
","Room was great , good location staff couldn’t of been better",Only small problem was the boiler was quite loud or some sort of running water in bathroom besides that was great, 8.0 ,"
December 2020
"
"
Hotel
The Richmond Hotel; BW Signature Collection
","
Brilliant !
",Everything- i had a wonderful stay,The mattress was a bit thin so i could feel the bed frame underneath me when i lay down, 8.0 ,"
December 2020
"
"
Hotel
Hampton By Hilton Liverpool City Centre
","
Perfect family accommodation for our birthday staycation.
",Fabulous location opposite Albert Dock. Friendly staff. Family sized room. Modern interiors.,"Lack of public toilets around hotel. Mediocre coffee. Public areas appeared clean but had to request room cleaning if required (not sure if a covid initiative, but I would personally expect more cleaning not less).", 10 ,"
August 2020
"
"
Hotel
Hampton By Hilton Liverpool City Centre
","
Very good
",Very good choice of breakfast,I liked everything, 9.0 ,"
February 2021
"
"
Hotel
Hampton By Hilton Liverpool City Centre
","
Friendly and helpful Staff
",Location ,Gym closed due to Covid, 9.0 ,"
March 2021
"
"
Hotel
Hampton By Hilton Liverpool City Centre
","
great short one night stay great location
",the staff were excellent and made the stay welcoming under theses strange times.  room was comfortable.,parking was expensive., 10 ,"
February 2021
"
"
Hotel
Hampton By Hilton Liverpool City Centre
","
Superb
",The rooms very clean and spacious with a food menu and a pretty good breakfast help u yourself in a bag ,Liked the room  the shower the staff very good  and the parking in the indoor garage, 9.0 ,"
February 2021
"
"
Hotel
Hampton By Hilton Liverpool City Centre
","
The comfortable stay for work away 
","Comfortable bed and sofa in the room, clean room and bathroom, very friendly staff. I like that no single use plastic is used for shampoo and shower gel. Nice Breakfast to take out. Internet speed ok. Good value for money.",Everything was very good, 9.0 ,"
February 2021
"
"
Hotel
Hampton By Hilton Liverpool City Centre
","
Very good
",Good central location with parking,Would have preferred a larger bed. River view was minimal and constant traffic noise, 8.0 ,"
February 2021
"
"
Hotel
Hampton By Hilton Liverpool City Centre
","
Very peaceful the rest we needed during our house move also great value...
",Excellent facilities and very helpful staff and all round peace but not because we were ignored our privacy was well respected,A bath rather than a shower but for value for money this was expected and acceptable, 10 ,"
February 2021
"
"
Hotel
Hampton By Hilton Liverpool City Centre
","
It was brilliant
",The breakfast was delicious,The car park  was very expensive, 10 ,"
February 2021
"
"
Hotel
Hampton By Hilton Liverpool City Centre
","
Exceptional
",Everything ,Nothing, 10 ,"
December 2020
"
"
Hotel
ibis Liverpool Centre Albert Dock – Liverpool One
","
Exceptional
","Central to everything 
Clean
Good value for money",, 10 ,"
October 2018
"
"
Hotel
ibis Liverpool Centre Albert Dock – Liverpool One
","
A very pleasant stay!
",Great location. Good size room. Comfortable bed. Good breakfast. Free car parking.,At breakfast time there was another guest in the dinning room without a mask coughing non stop. It took a while for a member of staff to asking to leave., 8.0 ,"
December 2020
"
"
Hotel
ibis Liverpool Centre Albert Dock – Liverpool One
","
Beautiful location 
",Location and friendly staff,, 9.0 ,"
February 2021
"
"
Hotel
ibis Liverpool Centre Albert Dock – Liverpool One
","
Ok.
",As we were all Covid isolated they did the best they could.,I would suggest a better evening meal due to the restrictions., 7.0 ,"
January 2021
"
"
Hotel
ibis Liverpool Centre Albert Dock – Liverpool One
","
Exceptional
","Good location, very clean, good procedures in place to keep
Everyone safe.","More personal hygiene facilities needed, eg access to sanitary products.", 9.6 ,"
November 2020
"
"
Hotel
ibis Liverpool Centre Albert Dock – Liverpool One
","
fab
",location,, 8.0 ,"
December 2020
"
"
Hotel
ibis Liverpool Centre Albert Dock – Liverpool One
","
Great service in the heart of Liverpool 
","Excellent service from all the team, as we were travelling for work during Tier 3. Made whole process easy in current climate. Location is excellent for both the City Centre and Albert Dock",Basic room as expected but perfectly fine, 8.0 ,"
December 2020
"
"
Hotel
ibis Liverpool Centre Albert Dock – Liverpool One
","
Simple but enjoyable stay
",It was simply for a place to stay as we were only there for the meal but it was everything we would expect. ,There wasn’t anything wrong with it really, 9.0 ,"
October 2020
"
"
Hotel
ibis Liverpool Centre Albert Dock – Liverpool One
","
Clean
",All good,All good , 9.0 ,"
December 2020
"
"
Hotel
ibis Liverpool Centre Albert Dock – Liverpool One
","
Good location, great service from reception.
",I was impressed by the attention to detail with regard to Covid etc. The hotel and room were clean. Tea & coffee sachets in a ziplock bag and 'green' cardboard drinking cups.,"The bed was very hard and not particularly comfortable. There was a large watermark stain on the cushion of the small cushion seat.
A bottle of water from the bar to take to my room was £2.25.", 8.0 ,"
December 2020
"
"
Hotel
Crowne Plaza Liverpool City Centre
","
I will come back again
","Nice view
Good location
Easy to walk to city
10mins by taxi to train station
Room was big and clean",Nothing, 10 ,"
January 2019
"
"
Hotel
Crowne Plaza Liverpool City Centre
","
Great
","Great location, very good food, nice personel",, 10 ,"
February 2021
"
"
Hotel
Crowne Plaza Liverpool City Centre
","
Very good
",Very much on top of the Covid precautions,I was accidentally charged twice for dinner and breakfast, 8.0 ,"
February 2021
"
"
Hotel
Crowne Plaza Liverpool City Centre
","
Wonderful first time stay at crowne plaza Liverpool
","Breakfast was delicious and value for money room was spacious view was perfect  and bathroom had the bonus of a bath and shower , staff great spotlessly clean  throughout",We could only stay one night, 9.0 ,"
December 2020
"
"
Hotel
Crowne Plaza Liverpool City Centre
","
Excellent
",Location was spot on,Nothing everything was good, 10 ,"
December 2020
"
"
Hotel
Crowne Plaza Liverpool City Centre
","
Perfect considering the pandemic lock down
","Nice hotel, nice location shame that we stayed in lock down as its a perfect place for exploring the city",Bar open, 9.0 ,"
January 2021
"
"
Hotel
Crowne Plaza Liverpool City Centre
","
Modern hotel with lots of great facilities right in city centre
",Breakfast was very good. The leisure complex was excellent.,, 9.0 ,"
December 2020
"
"
Hotel
Crowne Plaza Liverpool City Centre
","
Exceptional
",Amazing staff and beautiful rooms ,, 10 ,"
December 2020
"
"
Hotel
Crowne Plaza Liverpool City Centre
","
Perfect.... can't wait to stay again!
",Absolutely perfect!👌 ❤ well done chef! Staff were amazing.... I've worked in the industry and they were top class!,, 10 ,"
December 2020
"
"
Hotel
Crowne Plaza Liverpool City Centre
","
Exceptional
",Everything ,Nothin , 10 ,"
December 2020
"
"
Hotel
Hope Street Hotel
","
Daughters wedding 
","2 nights stay whilst celebrating our daughters wedding..warm, comfortable rooms with great service/staff.",, 10 ,"
September 2019
"
"
Hotel
Hope Street Hotel
","
Very very comfortable
",It is a beautiful and exceptionally clean hotel. Beds were very comfortable and the bathroom was fantastic especially the shower,We look forward to staying when the restaurant is open again, 10 ,"
February 2021
"
"
Hotel
Hope Street Hotel
","
Cool luxury 
",Beautiful contemporary spaces in a character property. Staff were so friendly and relaxed. Spotlessly clean and all COVID precautions taken. Bed and linen were exceptional quality and the bath was huge!,, 10 ,"
February 2021
"
"
Hotel
Hope Street Hotel
","
Ben linen to die for 
","Lovely hotel spacious spotless room 
Bath and walk in shower 
High class joint ","COVID restrictions in place and there was no food available 
No fault of hotel ", 9.0 ,"
February 2021
"
"
Hotel
Hope Street Hotel
","
Fantastic hotel..
","Room was amazing, great views, bathroom exceptional",not much really, 10 ,"
December 2020
"
"
Hotel
Hope Street Hotel
","
You must try the restaurant!!
","The staff were really helpful and professional at check-in, our room was as you'd expect, very clean and bright. We didn't have the best view but we could of upgraded! The bed was ultra comfortable, bath ropes & slippers were provided, tea & coffee available in the rooms and topped up every morning or upon request. The bathroom had a modern bath and walk in shower...The best experience for us was the onsite restaurant..Oh my!..The food was just delicious, during our 2 night stay we only ate out once!","There was no 'Do not disturb' signs in the room, so we were disturbed by room service each morning, The smoke alarms went of twice during our stay at around 3am....These aren't really dislikes or complaints, but just worth mentioning..The staff apologised about the alarms and said they'd look into signage for the room.", 9.0 ,"
December 2020
"
"
Hotel
Hope Street Hotel
","
Very pleasant and comfortable
","The rooms are very cozy, clean and the beds are super comfortable :)
Very helpful and friendly staff
Great location!",, 10 ,"
December 2020
"
"
Hotel
Hope Street Hotel
","
Nice Location, Lovely room, really happy
",The room was lovely and relaxing and the bed was comfy,Nothing, 10 ,"
January 2021
"
"
Hotel
Hope Street Hotel
","
Superb
","Asked for a room with a view and were Paton top floor with fab view of Liverpool metropolitan Cathedral. Beautiful room with ,overt bathroom and flooring.comfy,sumptuous bed.",Nothing, 9.0 ,"
December 2020
"
"
Hotel
Hope Street Hotel
","
This was a return visit and we will definitely be back . A lovely relaxing break .
","Lovely service, breakfast , surroundings",We liked everything, 10 ,"
December 2020
"
"
Hotel
Novotel Liverpool Centre
","
Exceptional
","In the center of everything, great location! Staff welcomed us at our late checkin and provided us with refreshing drinks at no charge! So polite and welcoming!",Towels were rough, 10 ,"
August 2019
"
"
Hotel
Novotel Liverpool Centre
","
Lovely hotel, great value for money! Will come here again.
","Room was lovely and breakfast was nice too. Staff made sure to make us feel comfortable. The receptionist Seb, went above and beyond, when I asked for someone to clean our room as I had spilt some crumbs on floor, he came and cleaned it himself. Really lovely, friendly guy.",, 10 ,"
December 2020
"
"
Hotel
Novotel Liverpool Centre
","
Exceptional
",Close to centre ,, 10 ,"
December 2020
"
"
Hotel
Novotel Liverpool Centre
","
Very good
",,The long wait for are c, 8.0 ,"
December 2020
"
"
Hotel
Novotel Liverpool Centre
","
Novo
",Good,Nothing , 8.0 ,"
December 2020
"
"
Hotel
Novotel Liverpool Centre
","
Exceptional
",Room was a good size. Staff were very helpful.,"Room wasn't what I would call executive. The pictures made out there was robes, slippers and a fresh coffee machine in the room with 6 different coffees. However that was false advertising and we had a knackered old coffee machine with 2 coffee sachets. No robes and slippers. The iron and board was knackered I didnt even bother ironing. Shows you as xbox and pool table in the reception but this was also not there when I arrived and the bar and restaurants were closed and not offering this service. Just feel the price we payed was not equal to what we recieved. Very good room just lacking the small details you oay a high price for.", 10 ,"
December 2020
"
"
Hotel
Novotel Liverpool Centre
","
Superb
",Good location . Staff helpful and rooms good for the price ,I spent an hour trying to connect my tablet too the TV . Just wouldn’t do it .  Good TV essential in these times . Maybe some instructions on how to link , 9.2 ,"
December 2020
"
"
Hotel
Novotel Liverpool Centre
","
New hotel 
",Location and view,The bed was a little bit hard , 8.0 ,"
December 2020
"
