Hotel_Name,Review_Title,Review,Reviewer_Score,date
Ibis Styles Liverpool Centre Dale Street - Cavern Quarter Hotel,Amazing hotel and staff,The staff can’t do enough for you here - friendly - professional and welcoming  The rooms are spotless and a good size  Location was perfect for us to have a walk round the city centre and the docks  We have stayed here a few times now as we love it so much  ,50,November 2020
Ibis Styles Liverpool Centre Dale Street - Cavern Quarter Hotel,Weekend Stay,"My partner and I stayed here for a 3 night stay in September 2020. Hotel was in a very central location, short walk to many pubs, restaurants and shops, we did not use public transport at all during our stay. The recommended car park is also close by and the hotel provide a discount for using this which is really helpful as it is quite expensive but very safe and secure to leave your car parked up. There is a Tesco express right next door to the hotel which is handy if you need anything.   We stayed in an executive room which was very spacious, large bed, en-suite bathroom, wardrobe and dressing table. The room was nicely decorated (plane/travelled theme) and was very clean. Due to current coronavirus restrictions, the room was only cleaned after we had finished our stay.",40,September 2020
Ibis Styles Liverpool Centre Dale Street - Cavern Quarter Hotel,Short break,"Stayed here for a couple of nights will definitely go back.Nothing was to much trouble for front of house staff,very polite allways willing to help.The rooms were compact but very quirky.Close to all amenities short walk from cavern quarter,the ideal place to stay.",50,October 2020
Ibis Styles Liverpool Centre Dale Street - Cavern Quarter Hotel,Excellent,"Hospitality is all about people.  Ibis has nailed it by having an excellent team at the Liverpool Centre hotel. Very helpful and friendly staff who provided us guidance on eveyrthing we needed. We had our pet staying with us and they helped store his wet food in the kitchen for us, which ensured he had his food fresh when he needed it!  They maintained excellent measures to ensure we do our best to prevent spreading COVID19. Always wore masks, had sanitizers everywhere and also ensured that even lift access was restricted with a very obvious notice board. This is something I truly appreciate as I have seen places where the rules state something and what they practiced were a bit contradictory.  The complementary breakfast was simple but fulfilling. Being vegans, they kindly",50,September 2020
Ibis Styles Liverpool Centre Dale Street - Cavern Quarter Hotel,Comfortable night in a quirky room,"We stayed for 1 night. The room was quite small but enough for the 1 night. The room was very quirky with a fab photo emblazoned on the wall behind the bed of the crowd waiting to meet the Beatles, very impressed with that!! The bed was lovely & comfortable, breakfast in a bag consisted of;- Orange Juice Milk Yoghurt Croissant Apple Jam & Marmalade  Kelloggs Corn Flakes, again impressive. On the whole it was a great stay.",50,September 2020
Hampton by Hilton Liverpool City Centre,"Awesome service, nice rooms, good breakfast and okay location.","My abiding memory of the Hampton by Hilton Liverpool City Centre will be the service that I received from the fantastic staff and management; efficient, professional and friendly always going that extra mile to make sure that my stay was superb.  The room was very good, nice décor and on the whole very clean, the shower room was contemporary. TV and Wi-Fi were also very good.  The bed was extremely comfortable and complimented with some excellent linen and a nice duvet.  The breakfast was grab and go due to covid restrictions and was for the most part very good with the exception the bean to cup coffee, absolutely disgusting.",50,January 2021
Hampton by Hilton Liverpool City Centre,Great hotel,"Great hotel, covid measures are in place. Reccomend to all. Located on the riverfront with excellent views. Complimentary breakfast is nice with a good choice of food. Only 5 min walk to Beatles museum alongside other great landmarks.",40,January 2021
Hampton by Hilton Liverpool City Centre,Great service and staff,"I stayed here for two nights at the very end of December.  The hotel is in a good position and about 25 minutes walk from Lime Street station.   Check in was easy and I was in my room in minutes. The hotel was virtually empty due to Covid tiers being changed that day.   The hotel had good procedures in place and the breakfast was well organised with a very friendly and helpful lady helping. I like the way you can collect the good and take back to your room.  Overall, a great hotel and very much recommended.",40,December 2020
Hampton by Hilton Liverpool City Centre,A decent option for Liverpool,"We stayed at the Hampton By Hilton Liverpool City Centre for one Saturday night in early December. I always think Hamptons represent very good value for money and are purely practical, but arriving at this Hampton I was very impressed by the classy lobby and mezzanine area.   The rooms are the standard Hampton set up and I am a big fan of the shower and on-wall soaps (no fiddly bottles or wastage). The room was a decent size, even with the sofa bed pulled out and the television was very modern. The room appeared clean, but unfortunately my daughter, who wanted to sit at the desk, pulled out the chair and found some dirty brown marks on it (let's assume it was chocolate!), that then put her off using the chair, even though she had a go at cleaning it herself.  Unfortunately we",30,December 2020
Hampton by Hilton Liverpool City Centre,All good. ,"Great location for a short stay. Within easy walking distance from both shops and sights. Perfect if visiting M&S Arena.  Check in was super easy. Room was as described, good view of the Albert Dock. The room felt clean & well cared for.  Sleep quality was ok (ish). Noise from other rooms finally ended at 01:00. Bed was very firm.  Breakfast was a grab and go affair. Bacon butties and brews.  All good.  Will definitely return. ",40,December 2020
The Dolby Hotel Liverpool,Great Stay,I was let down by my insurance when my boiler packed up and I rung last minute for a booking as I was left stranded by direct line insurance so this was a last mi ute thing great hotel great service will be staying there again thanks again. ,50,November 2020
The Dolby Hotel Liverpool,Bargain,It’s as simple as this for the price you pay it is an absolute bargain. The location is on the Docks so would cost probably double per night. The added bonus of free parking and free WiFi is a no brainer. As mentioned in other reviews the room are small and the bathroom is compact but spotlessly clean and a fantastic base to explore Liverpool. The gentleman who checked us in was fantastic and very friendly. We were fortunate as it was quiet to be given a view over the docks simply breathtaking. We will definitely be trying to book this hotel when in Liverpool again. Keep up the good work thanks guys.,50,October 2020
The Dolby Hotel Liverpool,Ideal value for money stay near centre of Liverpool,"I was attracted to the Dolby Hotel since it offered good rates for a centrally located hotel, ideal location near the waterfront and centre and especially free car parking - a definite plus when staying in town or city centre accommodations. The hotel itself was exactly what I hoped for: comfortable room with small en suite, fast and stable wi-fi and everywhere was spotlessly clean. They were very careful in their coronavirus precautions and instructions to the guests as to what to do were clear (and communicated in advance of my trip). The hotel dealt with my change of duration and dates made at short notice very efficiently. My only criticism was the signage outside: I missed the small sign showing how to get to the hotel once you've turned off the main road so spent a few",50,October 2020
The Dolby Hotel Liverpool,Excellent staff&Clean,"We stayed a night this weekend, the man in reception was brilliant told us all we needed to know, very clean hotel, and lovely bar seating area, cheap prices too will definitely be returning and free parking 😁",50,October 2020
The Dolby Hotel Liverpool,"Small, cheap with free parking ","I stayed here for past 2 days with my husband and 10 year old son. We booked 2 nights without breakfast for £70 which was much cheaper than a lot of Dock front hotels. Room was small but perfect to be slept in. Perfect location to explore the docks, beatles story and Liverpool one shopping centre. Online free parking was the main selling point for us. We had room 6 which was on the ground floor and looked onto the docks. We'd defo stay here again. ",50,October 2020
Premier Inn Liverpool City Centre (Moorfields) hotel,Leisure trip,"Hotel absolutely spotless,felt so safe staying there ,staff are all so helpful , friendly and efficient, especially Nadine ,who welcomed us ,at reception, will definitely stay here again, also ,hotel is in a great location",50,October 2020
Premier Inn Liverpool City Centre (Moorfields) hotel,Excellent ,What a great hotel. Clean and tidy and excellent service at the front end. Amazingly comfy bed. It’s a 5 minute walk to some great bars and no more than 10 minutes to the Cunard building and pier head area with its museums. Really great.,50,September 2020
Premier Inn Liverpool City Centre (Moorfields) hotel,Hard times made well,With Covid19 regs causing problems having to have evening meals in our room and only a small amount of bottled beer on offer. Our week was made better by two memders of staff michelle and nicky who went the extra mile to make it worth staying thanks to all the other staff aswell,40,September 2020
Premier Inn Liverpool City Centre (Moorfields) hotel,Premier inn,Everything is premier but the price it’s a amazing hotel lots to do and enjoy on Liverpool staff are helpful to will be.returning in future miss Liverpool and beautiful city as well plenty to  do as well,50,November 2019
Premier Inn Liverpool City Centre (Moorfields) hotel,Husbands birthday ,"Lovely clean hotel all safety measures put in place. Extremely friendly staff especially Nicky.  Breakfast was amazing as also from a premier inn. In walk distance from pubs and shopping, will definitely come again. Thank you to all the staff xx ",50,October 2020
Premier Inn Liverpool City Centre (Albert Dock) Hotel,"Noise, drunks and more noise","Never again.we asked for a river view a week before travelling.arrived to be told none available.given room 426 which had a tiny tv miles from the bed.seems like we were next to a family room so 3 nights on the bounce kids and feckless adults running around at 1130 at night,doors slamming all night..final night? The night before lockdown.at midnight a party started in the room next to us.2 rooms down another.went down to reception to be greeted with in the region of 15 drunks in reception.staff stressed.ended up losing my temper outside the room at midnight with one of the creatures making the noise.disgusting behaviour.unless you revisit the type and age of visitors I will look to stay with another chain.NOT GOOD ENOUGH",10,December 2020
Premier Inn Liverpool City Centre (Albert Dock) Hotel,Great place,Booked a night here for a family break. Paid £35 for a family room. Great location right on the docks close to loads of restaurants and only 10 minute walk to shops. Only downside was slow check in as everyone comes at the same time. If you could get there a bit later I’m sure it would be much quicker. Rooms bigger than average with all usual amenities. It’s nice to see the original features of the building including the old windows which are double glazed. The hotel is bigger than you think as we seemed to walk a mile to our room!! Staff are all very friendly and smiley and bar was pleasant for a last drink as the bars around the docks all seemed to close at 10pm though that could be a COVID thing. Plenty of sanitisers around  the hotel but not everyone wore face masks but,50,August 2020
Premier Inn Liverpool City Centre (Albert Dock) Hotel,Poor wifi in room,"Everything great with the hotel, beautiful rooms etc but the ""Ultimate Wifi"" did not work in our room, this is the second time we have encountered this problem in 4 visits, we will not be making another.",30,December 2020
Premier Inn Liverpool City Centre (Albert Dock) Hotel,Great Stay,"A truely unique location and a great hotel to stay in. Yes, checkin was slow but the character of the place made up for that - suggest though that they try to have 2 staff members checking people in. We were visiting the Arena which is only a few hundred yards from the hotel - as is the Pump House pub in the opposite direction (great meal had here). We will definitely return.",40,December 2020
Premier Inn Liverpool City Centre (Albert Dock) Hotel,Lovely stay,Was given a lovely room with a view over the dock.  Everything was in the room and was clean. Would recommend staying here. Staff  pleasant on reception. Great location to all bars and restaurants. Booked again to return in summer.,50,December 2020
Campanile Liverpool,Disgusting,"Booked a room here for a shopping day to Liverpool- worst place we’ve ever stayed in! Room- average Went to bed 12ish, party next door, thought the room were all double but there was at least 6 people in there, music really loud, rang reception at 12.30am to ask if they could come up and listen to the noise. No one came up. By 2.30am it was unbearable and my husband had to bang on the walls and shout in the corridors to shut them up. We would have checked out but both of us had been drinking so unable to drive. Really disappointed, spoilt a weekend we looked forward to. Checked out at 8.30am !!!",10,December 2020
Campanile Liverpool,Great value for money,"Stayed for one night here for a night out once restrictions had eased. £45 for the night, great location, free parking. Yes the rooms are dated, but for us it was exactly what we needed and I would definitely stay again.",50,August 2020
Campanile Liverpool,Great for the price,"This hotel is great for the price, clean and tidy a little dated but rooms are big and bed is comfy. The road can be a little noisy so asked for a dock vue an should be fine. Walking distance to Alexander Dock where all the shops an sites are, also five-minute walk to the brewery village where there are some great pubs like the peaky blinders an yellow submarine.  So for somewhere just to sleep this place is perfect it does have a bar an restaurant as well but due to covid was limited so didn't use. ",50,September 2020
Campanile Liverpool,Great Staff and good location. ,Staff are lovely here. All friendly and professional. Great location. Rooms look over the queens dock and short walk into city centre and nearby Liver Buildings. Had breakfast and dinner at hotel. Both meals were nice. Would definitely return when visiting Liverpool. ,50,August 2020
Campanile Liverpool,Short break,"Lovely staff, happy and polite. Room was basic but comfortable and clean. Excellent for the docks area, great ample car parking  Food in the evening was good - Small choice that would have met most people’s needs, quick service, good proportions well cooked. Breakfast -  only choice of full English or continental could have done with a more catered for the individual choice, that said great portions good wholesome breakfast to set you off for the day.",50,September 2020
"Radisson Blu Hotel, Liverpool",Stay in Liverpool  whilst waiting to join A Vessel,"The standard. Shown at the hotel  was quite high considering the circumstances they where having to work in due to COVID , it is well managed  and despite circumstances they are working in the staff couldn’t  do enough to help  it is definitely a COVID safe environment.",50,February 2021
"Radisson Blu Hotel, Liverpool",Wow - how low can you go?,Hookers walking in and out of the hotel like lemmings during the COVID-19 pandemic. No water provided in the rooms. Dinner options were either pizza or tuna melt panini - the scouse special was off for all 3 nights I stayed there. Air-con does not work. Lighting was poor and there were several blown bulbs. Breakfast was atrocious - and they forgot to provide it on the last day.  Over charged for dinner service?!,10,February 2021
"Radisson Blu Hotel, Liverpool",Afternoon tea,We didn’t stay over here but we had a group on voucher for afternoon tea here which I’d received from a colleague for Christmas. Myself and my partner came February 2020 after making a straight forward booking. It was nice to get in from the cold and the rain and the friendly women behind the bar took us to a small area set up to the side of the bar and it was nice and contemporary. Coffees were good as was the glass of Prosecco. Sandwiches and cakes were nice and not too heavy which meant I enjoyed it without feeling too bloated! Very nice.,40,February 2020
"Radisson Blu Hotel, Liverpool",Not Covid Safe ,"Avoid this hotel as it is not Covid safe. This hotel stipulates that they deep clean every room before you arrive. We found this to be untrue as upon arrival we could not find the television remote control, after looking under beds and between the beds we found about 6 pieces of broken glass, a cigarette stump and sweet wrappers. We informed the hotel of this and offered us a different room, we decided to stay in our room as we had unpacked and it was about 19.30 hrs. Later that evening we found more glass In the bathroom, so the following morning we asked reception for our room to be throughly cleaned due to our findings. The receptionist happily agreed and we left for work. On our return later that day we entered our room to find more glass still under the beds and a dirty",10,January 2021
"Radisson Blu Hotel, Liverpool",The Irish,"Very noisy guests when I stayed, making noise all over the hotel until early hours. Management didnt do anything to sort out. Decent hotel, good location for city centre, comfortable rooms, good wifi, nice breakfast.   ",20,December 2020
"Meriton Suites Kent Street, Sydney",Great 2 days,"We stayed at these apartments for a short getaway on my 70th birthday. The staff were very profestsional and friendly. We were given an upgrafe to the 47th floor 2 bed 2 bath apartment with a view stretching from Botany Bay to Darling Harbour. It was spacious and very clean, and the ones all thing that was not working was fixed immediately, as well as ice rig delivered promptly. A great stay!",50,February 2021
"Meriton Suites Kent Street, Sydney",Wonderful stay in Sydney,"First time guests at Meriton Suites Kent Street, Sydney and we can't fault our stay. From arrival - where we were greeted warmly and allowed to access our room 3 hours early - to check out, we have nothing bad to say about our visit.  Staff were friendly and professional. Premises were clean. Elevators were fast. Our suite was spacious and well appointed. The views from the 49th floor were great. We made use of the pool and the spa, and these were well-maintained.  Short walking distance from Chinatown, Paddy's Markets, Darling Harbour, and the CBD. We will stay here again.",50,December 2020
"Meriton Suites Kent Street, Sydney",Great Servicde,"We had booked a non existing accomodation and was walking the streets to find some accomodation we found the Meriton Suites Kent Street and the guy at the counter was most helpful and understanding, the accomodation was clean, spacious, and the view was good too",50,February 2021
"Meriton Suites Kent Street, Sydney",Business Trip,"This property is in a great location, easy to get to with car parking. The staff where ver friendly, we receive a very warm welcome from Malia on arrival. The view from our apartment was fantastic. Close to shops, pubs, restuarants.",40,March 2021
"Meriton Suites Kent Street, Sydney",Very disappointing and uncomfortable stay,"The pillows and blankets smelled disgusting, so I asked for an exchange, and I reported that The shower head is not fixed to the wall and the water did not go down well in the basin, but they did nothing about it, saying it was nothing much. We had to stay in the water bath for two days, and we couldn't use the sink, but we used the sink in the kitchen. I have no plans to visit here again.",10,February 2021
The Kent Hotel,Good location and staff,"I went down to Miami Beach to visit a friend of mine and My stay at the hotel was terrific, check in process was quick and the front desk agent Michelly was absolutely lovely, great location as well.. will come back for sure !",50,January 2020
The Kent Hotel,Great Hotel,"Very good location.  Michelle from the reception was extremely kind and helpful to plan our day trips.  The rooms are clean and modern. They are not very big, but enough for 2 adults and 2 kids for a few days.  Next to the hotel is a bar. Sk you want a quiet room ask for 2and Floor in advance. But hey, it is Miami Beach. Who wants to be in bed before 3am ;)",50,March 2020
The Kent Hotel,Family Vacay,We recently stayed at the Kent Hotel and had a pleasant experience. Check in was easy and Michelley was pleasant and helpful. The room was clean and updated. The location is one block from the beach and near many restaurants.  Be back soon!,50,March 2020
The Kent Hotel,Excellent location and helpful staff,"We stayed for three nights and had an exceptional experience. All the staff were brilliant  starting with Leandro the bellman who was first to help us through the doors with the luggage. The reception staff went over and above to answer any questions we had. Having stayed before some ten years ago the refurbishment has been immense. Although they don't offer breakfast the American diner on 11th street, five minutes away, does offer reasonable meals which were great.  We would certainly stay again when returning to South Beach one of our favourite places.",50,February 2020
The Kent Hotel,Kent Hotel,Great service! Front desk receptionist Michelly made it a more beautiful and welcoming place. Great location! Everything is in walking distance. Right next to the beach and restaurants on the strip. Excellent place to be.,50,March 2020
Mantra on Kent Sydney,Major A/C issues,"The good: Location, room layout, staff, cleanliness - all good.  The A/C in our room was blowing extremely cold air. The switch to adjust the fan wouldn’t respond, the thermostat adjustment was futile, and even turning the A/C off didn’t work so we had to turn it off at the switchboard.   To the hotels credit they did supply a portable heater but on the days when heat wasn’t needed it was a choice between being frozen or having no air. We were advised changing rooms wouldn’t achieve anything so clearly there is a systemic problem.   As a Gold Accor member we will stay loyal to Accor but it will be back to the Novotel or Sofitel next time. ",30,February 2021
Mantra on Kent Sydney,Great Place to stay,"On my first stay at Mantra on Kent I found it excellent.  The location was good for both business or pleasure.  The staff were very friendly.  Check in and out was smooth and quick, and the room was great.  Better than expected.",50,February 2021
Mantra on Kent Sydney,Amazing trip away,"Great location central to everything.. 5 min walk to darling harbour and wharf district, sea life, zoo and madame tusards... walking distance to city centre... staff extremely friendly with parking next door , great view from room",50,February 2021
Mantra on Kent Sydney,Good stay,"very friendly staff, covid taken very seriously ... great location, between CBD and darling harbour ... only downside was rooms could be serivced more frequently, however a phone call and bins etc were changed ",50,January 2021
Mantra on Kent Sydney,Loved It!!!,"Loved it! Great hotel. Rooms are very spacious and very clean. Presentation is immaculate. Hotel staff are very friendly and very helpful. Easy check in and out. Great location of the hotel to Darling Harbour, Sydney CBD, and circular Quay. I will definitely be staying there again on my next trip to Sydney.",50,January 2021
Hilton Garden Inn Kent Island,Ho hum,"I had the worst noise disturbance I have had in 20 years of regular travel. If you are randomly assigned a connecting room, consider changing it. The doors between rooms are thin and provide little insulation from noise from the next room. Despite what seems like modern construction the HVAC system is inadequate for the suite we paid extra for; the unit is on the far side of the room so temperatures in the room were inconsistent from one side to the other. The location is great and the staff is friendly. ",30,December 2020
Hilton Garden Inn Kent Island,Agree with others,"This was a great hotel in a beutiful setting.  With all the boat and car traffic, we heard nothing in our room, very quiet.   Room was fantastic.   Service from the moment we got in early to chekout was great.  Starting to serve hot breakfast on a limited menu but it's nice to get it without leaving the hotel.  As bicyclists, we like that the Cross Island Trail was less than 100 feet from the parking lot.",50,June 2020
Hilton Garden Inn Kent Island,Weekend away after quarantine,"We wanted a weekend away, but not too far from home. This hotel is amazing. This was the first time my husband and I stayed here and we have made it our go to local getaway. Very clean, amazing staff,",50,June 2020
Hilton Garden Inn Kent Island,Great Family Spot ,"Awesome hotel for a long weekend. Beautiful views of the bay and a super fun bar around the corner.  Indoor pool is outdated and could do with some cleaning (it is green from the scum), but otherwise it’s a nice hotel. ",50,September 2020
Hilton Garden Inn Kent Island,Another  August Stay,"This is our 10th year  At this wonderful hotel.  We bring a book, take in the bay view.  Plenty of good restaurants  near. Also breakfast great at hotel. We feel like it is home when we  arrive.  Raye has been at front desk every year.  She is on top of things. House keeping is great. And with covid this year, the hotel is doing  an excellent job at making us feel safe. Also notice someone  cleaning outside furniture on patio.  So great job in and out of property. See you next August!",50,August 2020
Kent State University Hotel & Conference Center,Clean and convenient,Clean and updated.  Room was nice and bedding and bed were comfortable.  Easy access to Kent and surrounding restaurants. Parking available at the hotel for extra fee. Coffee maker in room ice machines on floor.  Light grab n go breakfast in lobby.  ,50,March 2021
Kent State University Hotel & Conference Center,Weekend Stay,"Very nice stay!  Location is excellent.  Front desk staff were very helpful, esp in making my reservations.  No issues at all with the room.  My only 'minor' suggestion of an area of improvement would be the lighting could be a little brighter above the sink in the kitchen area (we stayed in Exec Suite).  Everything was very nice and we WILL be back this summer!  thank you.  ",50,March 2021
Kent State University Hotel & Conference Center,Fantastic as always!,My recent stay in Kent was due to my KSU Student / Athlete daughter having knee surgery. We stayed in the KSU Hotel to give her a few days recovery before returning to the dorms. The staff was fantastic and helped out with extra pillows and blankets plus moving my daughter to an accessible room for her last night there after I had to leave. Really great service and the staff was very helpful. Thank you!,50,February 2021
Kent State University Hotel & Conference Center,Nicest hotel in town,"I always try and stay here when visiting my KSU student. It has the best location, the price is reasonable and the amenities are fine. The beds are a little hard, but the room is a good size and in very good condition.",50,February 2021
Kent State University Hotel & Conference Center,Quick trip,"We stayed at the hotel for a quick trip to see our daughter who attends Kent State for her birthday. The hotel was spotless, the accommodations roomy and lovely. The staff was friendly and the COVID safe breakfast was great! ",50,February 2021
Best Western Kent Narrows Inn,Excellent Service!  Pets Allowed for $30.,"Room was great for $99.  Beds could have been more comfortable. Very clean. First floor in back was very convenient for dog.  Grassy, stone wooded area was perfect for his ""bathroom breaks.""   Continental breakfast was very impressive. Even though boxed, it came with a microvavable 'sausage, egg, cheese biscuit sandwich, pastries, muffin, yogurt and nutri grain bar. AND, it was DELIVERED to our room from the front office refrigerator.",40,March 2021
Best Western Kent Narrows Inn,Best on the Western or East Coast of Maryland,Driving to Florida from NJ we got a late start and decided to stop for the night. Needed a pet friendly hotel - the BW in Easton did not accept pets however the 800 reservationist searched for one that did close by. Limited time to check TA reviews so we took a chance and are so glad we did. Friendly front desk employee immediately made me feel comfortable but the next and most important test was room cleanliness - 5 out of 5 stars. Will keep this on my list of favorites on TripAdvisor and once you stay there you will too. Happy Thanksgiving!,50,November 2020
Best Western Kent Narrows Inn,Amazing Customer Service,Had to stop over in Kent Narrows after a traffic accident and the staff was extremely gracious in accommodating us (and our dog) during an emergency. The rooms were clean and well kept and they were nice and warm as well! ,50,February 2021
Best Western Kent Narrows Inn,Wonderful,"Short but sweet getaway with my honey.  We toured down all the small street streets in St Michael's and explored the coastal areas. Loved the in room hot tub, king bed, spectacular sunset and water view. Def walk across the street for a wonderful meal.  Staff was great too! Ahhhhh",50,February 2021
Best Western Kent Narrows Inn,Nice Weekend Getaway,"Last minute decision to visit Kent Narrows for overnight stay.  Hotel staff was very helpful ... even offered the use of a sound machine during our stay.  Room was large, clean and very nice.  Would definitely stay again.  Only negative was our next door neighbors who decided to party ""loudly"" until after midnight.",40,February 2021
"Old Kent Estates, Coorg",33000 INR for a substandard accomodation,"First the pros: - Excellent estate, long walks, singing birds, beautiful flowers - Sampath and his assistants, they are making the impossible possible - They are the reason this place is not shut down. Their commitment is the only reason because the management doesn't seem to care. If it weren't for Sampath and his relentless need to help customers, it would have been an unbearable 2 days for us. - The management was kind enough to postpone my booking when I approached them with an unavoidable circumstance that was stopping me from travelling - The management was kind enough to not charge us 600 INR for 2 coffees and a sandwich we ordered after the unhappiness I showed about the state of the sofas  The cons: - The sofas were stained, the least the management can do is at least",20,November 2020
"Old Kent Estates, Coorg",Visit to the Old Kent Coorg during Pandemic,"After a long lockdown and spending almost 6 months at home, I and my wife decided to go to Coorg. After doing lots of research keeping Covid-19  and our safety in mind, we booked the Old Kent resort. We stayed there in 3rd week of October2020 Everything went per plan. We drove in our Honda City via Neelamangala-Hasan road following Googlemaps.  There was absolutely no issue on the way. Road was in good condition except few kilometers here and there with little bumpy road.  On the way we stopped at Swathi Delicacy restaurant which is very neat and clean. The restaurant guys take order in your car and serve the food there, so you don’t risk yourself exposing to too many people in the restaurant. We reached Coorg in around 6 hours from Bangalore. The road connecting the resort from",40,October 2020
"Old Kent Estates, Coorg",Coorg,"What kind of a resort charges 10k + without a pool? There are resorts like Tamara, Evolve back and windflower that goes justice to the the price they charge. Pool is a must for a resort to charge 10k plus",10,July 2020
"Old Kent Estates, Coorg",Wonderful Stay Amidst Coffee Plantations,"I chose Old Kent Estate in Suntikoppa, Coorg as we were not interested in any sightseeing and wanted to stay amidst coffee plantations and have options of day hikes. And this turned out to be the perfect choice! We loved every bit of it - the location, quaint cottages with huge baths, food and hospitality. We spent long hours exploring the plantation and were truly impressed by the professional management of the estate. We also went for the plantation tour and special thanks to Sampath for explaining the entire process and the various varieties of coffee and pepper. And also Mr. Binu Rajendra, Mgr - Resv & Guest Relations was extremely helpful and most courteous through the entire process of reservation.  Would love to be back here and spend more time!",50,March 2020
"Old Kent Estates, Coorg",Much needed “seclusion”,"We stayed here in December 2018 so it's been an year but we still talk about it all the time. It has around 5/6 cottages and we were the only one for first 2 nights and another couple came in for the last 3.  The cottage is spacious with huge bathroom complete with top class toiletries. The view from the cottage is awesome.. we could gaze into the green hills.. We hung out on our porch, main villa porch (where the food is served), watched a movie, read books. What we enjoyed the most was the well-marked trails. we did those everyday, sometimes twice a day. The tour of the coffee estate and learning about it was also interesting.   The food was awesome.. Potato vindaloo is a must try.. yum yum..!! The coffee was so awesome that we had in-numerous cups every single day!   The only",50,December 2019
Napoleon on Kent,Great location,My wife and I stayed here in feb 2020 for a week.  We arrived late at 12 am and used the intercom to call a night porter (Off Site) to gain access to the building and safe where our keys were with some documentation advising us to complete checkin in the morning. I can`t remember the room number but we faced the sea underneath the flyover on the top floor.  We quickly gained access and unpacked after a long trip from scotland and fell asleep on the comfy bed with clean sheets.  We woke up refreshed and had a coffee with the supplied sachets in the room.  We went down  to reception to complete our check in which is only manned from say 0800 to 1700 and all was fine.  The lady on reception was friendly and highlighted some local points of interest.  The room was clean with clean,40,April 2020
Napoleon on Kent,Long Term Stay,"One of the best places to stay if you look for a fair quality-price balance (3 months in our case). Unit are spacious, the place is generally clean and most of units have been renovated just now. The location may not seem great at first, but it’s literally a minute away from Darling Harbour (Northeast side) and just next to the new area in Barangaroo.",40,December 2020
Napoleon on Kent,Do Not Book this Accommodation ,"When you book and pay for accommodation, only to find out you cannot access the building out of hours i.e 6pm.  I am absolutely gobsmacked that businesses like this still exist.  Not only do they take $100 bond + my booking fee, for my outlay, I now cannot get access to the apartment... that seems like fair trade.  Lesson: You Get What You Pat For!!!  DO NOT BOOK THIS ACCOMMODATION ",10,September 2020
Napoleon on Kent,Location,"This hotel/ apartment is in a great location.   Easy to reach from the airport.  We took the bus from the airport and they dropped us off across the street.  Was easy to walk to harbor, into the heart of the city, the Rock, even the Opera House. Front desk people were very helpful.  Bed comfortable, carpet was clean, lots of room.  This is not a hotel. What didn’t work?   You get 1 bath towel each, 1 hand towel for 2 people, no wash cloth, and 1 bath mat that looked dirty.  The shower could use some bleach as there was some mold. We like to use a hand towel for our face but once again one hand towel for two.  If you wanted another towel you had to pay $2.00.   It would have been nice to have been able to exchange dirty towels at front desk.  Maybe the owners can think about this",30,January 2020
Napoleon on Kent,Ideal location next to Barangaroo.,"OK, a hotel underneath a freeway does not sound that inviting, but would have to say our apartment on the 4th floor really carried no traffic noise to speak of, and the location is ideal for several reasons. The Wynyard station is practically underneath, complete with access to a Coles supermarket, and it took me ten minutes to walk to Circular Quay and about the same to walk to Darling harbour. Packers casino complex here is close to completion at Barangaroo if that is your thing. As for the hotel, it is showing its age, but has all the basics for a short stay, with a kitchenette, and a coin operated laundry down in the basement/car park.Depending on the time of year, the price of these units was quite reasonable considering others around it with maybe a better profile Plenty",30,December 2019
Best Western New Kent Hotel,Very good overnight stop,"Clean, COVID aware, warm, good breakfast, parking.  Staff were friendly and knew their jobs. All you needed for a comfortable overnight stay. Building a little tired but if little consequence. No lift.",40,October 2020
Best Western New Kent Hotel,Birthday & Anniversary Treat,"I booked the New Kent Hotel as a surprise birthday present for my husband and an early anniversary treat, because this was where we had our wedding reception 35 years ago. We received a lovely warm welcome when we arrived and the staff couldn't have been more helpful throughout our stay. Our room was on the first floor and its modern decor blended with the character of the original building. The bed was really comfortable and along with hairdryer, refreshments and TV there was free WiFi. It was close to all the bars, restaurants and shops and the City Centre was within walking distance but a bus service ran from just outside the hotel. We paid for breakfast and it was well worth it, a full English we had and Susan our waitress couldn't have been more helpful.  The breakfast room",50,August 2020
Best Western New Kent Hotel,Good value and location,"Stayed here for one night, good location nice and quiet. there is a fantastic Indian restaurant (Dabbawl) lest than 10 minutes walk away. the rooms were clean and well quipped, recently refurbished by the looks of things. the breakfast was good, as was the overall stay.",40,September 2020
Best Western New Kent Hotel,One night in the toon,"Student drop off time so stayed over for the night. Clean hotel, comfy bed and decent breakfast. Only downfall was a weak shower and the hot water not working properly, road works outside apparently. Will be staying again so it didn't put us off.",40,September 2020
Best Western New Kent Hotel,Handy Hotel for an Overnight Stay,"This was our first stay and yes, it’s a basic hotel and needs a revamp but in these times, you cannot expect anything else. The room was equipped with coffee but no tea? The bed was comfy and everything worked in the room. I just felt that it needed a good clean...there was a stain on the chair, the carpet had various stains on it and the “extra” blanket that was stored in the wardrobe had definitely seen better days. There was a pair of nail clippers in the bedside drawer which had obviously been left by a previous guest, and there were parts of the room that had not seen a duster for a while. As I’ve said - we stayed for one night and had a good nights sleep - if we’d stayed longer I would have pointed out the above. The breakfast was good, and the staff were friendly and",30,August 2020
